stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
SATR,"Sautron",,47.26538705,-1.68386822,,,1,,
SAVA,"Savarières",,47.20857489,-1.49006308,,,1,,
SBAI,"St-Blaise",,47.16721273,-1.46901489,,,1,,
SBLL,"Sébilleau",,47.20484325,-1.53169021,,,1,,
SBSA,"St-Jean-Baptiste de la Salle",,47.23341576,-1.55992532,,,1,,
SCHW,"Schweitzer",,47.29469355,-1.49490801,,,1,,
SCLE,"St-Clément",,47.22188441,-1.54720031,,,1,,
SDAV,"Square Davais",,47.21154662,-1.55728847,,,1,,
SDON,"St-Donatien",,47.22894363,-1.54083745,,,1,,
SECH,"Schoelcher",,47.22040335,-1.62773627,,,1,,
SEIL,"Seil",,47.19424557,-1.57082900,,,1,,
SERC,"Sercel",,47.26686045,-1.48960508,,,1,,
SEVR,"Sèvres",,47.18676476,-1.52826996,,,1,,
SFEL,"St-Félix",,47.23120872,-1.55647209,,,1,,
SFRA,"San-Francisco",,47.21769575,-1.51636009,,,1,,
SGRA,"Sageran",,47.21963113,-1.57122899,,,1,,
SHMD,"St-Hermeland",,47.14426175,-1.69603334,,,1,,
SILL,"Sillon de Bretagne",,47.24555982,-1.60857095,,,1,,
SINI,"Sinière",,47.22578442,-1.67785029,,,1,,
SJAC,"St-Jacques 2",,47.19608182,-1.53779601,,,1,,
SJBO,"St-Jean-de-Boiseau",,47.19585207,-1.72489753,,,1,,
SJEA,"St-Jean",,47.19178452,-1.52361161,,,1,,
SJPO,"St-Joseph de Porterie",,47.26793641,-1.51680624,,,1,,
SLAU,"St-Laurent",,47.22306882,-1.59726083,,,1,,
SLCE,"Ste-Luce",,47.25034785,-1.48511670,,,1,,
SLDA,"Solidarité",,47.21718879,-1.58744262,,,1,,
SLEN,"Suzanne Lenglen",,47.22905717,-1.58804889,,,1,,
SLGE,"Salorges",,47.20473102,-1.57503087,,,1,,
SLVI,"St-Léger-les-Vignes",,47.13640898,-1.72976387,,,1,,
SMAR,"St-Martin",,47.21335971,-1.69317777,,,1,,
SMHI,"St-Mihiel",,47.22356660,-1.55340397,,,1,,
SMIC,"St-Michel",,47.22414752,-1.64454074,,,1,,
SNIC,"St-Nicolas",,47.21550914,-1.56049823,,,1,,
SNUC,"Stade SNUC",,47.22804610,-1.58070255,,,1,,
SOCH,"Souchais",,47.30765337,-1.48974686,,,1,,
SOEC,"Souchais École",,47.30367160,-1.49846486,,,1,,
SORI,"Sorin",,47.19525129,-1.56773109,,,1,,
SOUI,"Souillarderie",,47.23841806,-1.51613393,,,1,,
SOWE,"Soweto",,47.23327207,-1.65156746,,,1,,
SPHI,"Saphirs",,47.20494966,-1.65791541,,,1,,
SPIN,"Saupin",,47.21437844,-1.53740257,,,1,,
SPLO,"Ste-Philomène",,47.21189407,-1.72466122,,,1,,
SPRU,"Sully Prudhomme",,47.23624444,-1.59651086,,,1,,
SPSA,"St-Paul - Salengro",,47.18534886,-1.54626705,,,1,,
SRDI,"Sarradin",,47.22047550,-1.57023306,,,1,,
SRNI,"Les Sorinières",,47.15918543,-1.51809294,,,1,,
SRTR,"Sartre",,47.21429811,-1.64023862,,,1,,
SSEB,"St-Sébastien-sur-Loire",,47.20751172,-1.50307119,,,1,,
SSTA,"St-Stanislas",,47.22222572,-1.55657191,,,1,,
STBS,"Stade",,47.19131565,-1.70790343,,,1,,
STHR,"Alexandre Vincent-Ste-Thérèse",,47.23266376,-1.57733827,,,1,,
STPI,"St-Pierre",,47.21809144,-1.55177645,,,1,,
STXU,"St-Exupéry",,47.15280587,-1.59487324,,,1,,
SUCO,"Surcouf",,47.26884475,-1.44581947,,,1,,
SVAU,"Savaudière",,47.28925918,-1.51477024,,,1,,
SVDI,"Solvardière",,47.21810211,-1.64224002,,,1,,
SVIN,"Stévin",,47.25997230,-1.63477224,,,1,,
SVNN,"Savonnières",,47.19748509,-1.66277648,,,1,,
SYRM,"Syrma",,47.27704383,-1.47035183,,,1,,
TADI,"Taillandier",,47.21434260,-1.71651857,,,1,,
TAID,"Toutes Aides",,47.22646431,-1.52347007,,,1,,
TBAU,"Thébaudières",,47.31056591,-1.35886767,,,1,,
TBCH,"Trébuchet",,47.22032000,-1.54658438,,,1,,
TBER,"Tristan Bernard",,47.20580571,-1.46488733,,,1,,
TBLY,"Tabarly",,47.19552476,-1.54898736,,,1,,
TCHE,"Trois Chênes",,47.25818959,-1.47403605,,,1,,
TDGA,"Tredégar",,47.25468841,-1.60501136,,,1,,
TEBS,"Tertre",,47.19668985,-1.74452027,,,1,,
TEIF,"Tour Eiffel",,47.19958731,-1.75425712,,,1,,
TENA,"Tertre",,47.21442014,-1.60786096,,,1,,
TERR,"Terray",,47.25180366,-1.52737624,,,1,,
THAT,"Théatre",,47.21571204,-1.72878494,,,1,,
THCE,"Centre de Thouaré-sur-Loire",,47.26655287,-1.44155584,,,1,,
THEB,"Thébaudières",,47.24455843,-1.60624858,,,1,,
TILL,"Tillay",,47.22878637,-1.60654038,,,1,,
TJOI,"Toutes Joies",,47.22119467,-1.57292964,,,1,,
TLDI,"Télindière",,47.19614258,-1.73707782,,,1,,
TLSA,"Talensac",,47.22157014,-1.55598217,,,1,,
TMET,"Trois Métairies",,47.17639742,-1.50163238,,,1,,
TMLI,"Tourmaline",,47.22141243,-1.63243835,,,1,,
TMOU,"Trois Moulins",,47.17812008,-1.54428975,,,1,,
TMSS,"Trémissinière",,47.23805876,-1.54430188,,,1,,
TNVA,"Terre Neuvas",,47.18589150,-1.59135787,,,1,,
TOSC,"Toscane",,47.28327006,-1.54835331,,,1,,
TOTR,"Tortière",,47.23522123,-1.54966309,,,1,,
TOUG,"Tougas",,47.19414178,-1.63966591,,,1,,
TPCH,"Terpsichore",,47.28237319,-1.50249485,,,1,,
TPOD,"Tripode",,47.20850406,-1.54067800,,,1,,
TRCA,"Tréca",,47.25016823,-1.50137284,,,1,,
TRIA,"Trianon",,47.27322232,-1.43038312,,,1,,
TRNE,"Tribunes",,47.24997983,-1.56868531,,,1,,
TROC,"Trocardière",,47.18318560,-1.57028594,,,1,,
TRQU,"Terres Quartières",,47.13473935,-1.65914894,,,1,,
TRTS,"Tarentaise",,47.27742305,-1.43411983,,,1,,
TTMO,"Trentemoult",,47.19140779,-1.58277779,,,1,,
TZEL,"Touzelles",,47.20835048,-1.46691839,,,1,,
UBRU,"Usine Brûlée",,47.19494901,-1.63192940,,,1,,
UGAZ,"Usine à gaz",,47.19462474,-1.62040900,,,1,,
UTCH,"Utrecht",,47.28314109,-1.55218221,,,1,,
UTLO,"Utrillo",,47.18233969,-1.56335465,,,1,,
VAIL,"Vaillant",,47.19962676,-1.67113033,,,1,,
VALL,"Vallée",,47.25042573,-1.57678668,,,1,,
VARI,"Vincent Auriol",,47.22180226,-1.59214384,,,1,,
VCSO,"Vaucanson",,47.21279380,-1.58134386,,,1,,
VDCE,"Val du Cens",,47.26108390,-1.66515341,,,1,,
VDLO,"Vieux Doulon",,47.23548982,-1.50402199,,,1,,
VDNI,"Ville au Denis",,47.16278170,-1.62703642,,,1,,
VDUR,"Verdure",,47.19591839,-1.65340905,,,1,,
VEAG,"Véga",,47.27966997,-1.46445133,,,1,,
VEGE,"Verger",,47.29309160,-1.49704348,,,1,,
VEIE,"Verrière",,47.27684760,-1.57051647,,,1,,
VEND,"Vendée",,47.20829389,-1.46863248,,,1,,
VEPR,"Vesprées",,47.24599130,-1.50239562,,,1,,
VERL,"Verlaine",,47.23386817,-1.59488151,,,1,,
VEXP,"Village Expo",,47.21460564,-1.61506578,,,1,,
VFOU,"Vieux Four",,47.19093184,-1.70087103,,,1,,
VGAC,"Vincent Gâche",,47.20635971,-1.54818815,,,1,,
VIAR,"Viarme-Talensac",,47.22118375,-1.56261703,,,1,,
VIER,"Viv'Erdre",,47.28563361,-1.55037822,,,1,,
VILE,"Violettes",,47.19748953,-1.50922341,,,1,,
VINE,"Villeneuve",,47.19391235,-1.51385522,,,1,,
VISO,"Vison",,47.24421766,-1.50967453,,,1,,
VIVI,"Viviers",,47.17308163,-1.48488496,,,1,,
VRIE,"Vrière",,47.28210909,-1.55607767,,,1,,
VRPD,"Vert Praud",,47.16649613,-1.54978652,,,1,,
VSCO,"Vincent Scotto",,47.25204128,-1.56632259,,,1,,
DPVT,"Vertonne",,47.18708768,-1.49434000,,,1,,
VTOU,"Vertou",,47.16885458,-1.47111255,,,1,,
VVRE,"Vièvre",,47.19806610,-1.81440774,,,1,,
WATT,"Wattignies",,47.20380749,-1.54641697,,,1,,
WDIS,"Walt Disney",,47.19488704,-1.49000938,,,1,,
XBON,"Croix Bonneau",,47.20962828,-1.59521524,,,1,,
XJAN,"Croix Jeannette",,47.17162796,-1.62386080,,,1,,
XREZ,"Croix de Rezé",,47.18005656,-1.55896111,,,1,,
XSYY,"Croisy",,47.25383423,-1.62730496,,,1,,
XTRU,"Croix Truin",,47.19136106,-1.71173896,,,1,,
ZENI,"Zénith",,47.23061352,-1.62941868,,,1,,
ZOLA,"Zola",,47.21381063,-1.58613736,,,1,,
ABCH1,"Abbé Chérel",,47.21010098,-1.65221959,,,0,ABCH,1
ABCH2,"Abbé Chérel",,47.21004765,-1.65115815,,,0,ABCH,1
ABDU1,"Abel Durand",,47.22024715,-1.60339908,,,0,ABDU,1
ABDU2,"Abel Durand",,47.22007197,-1.60325398,,,0,ABDU,1
ABOL1,"Adrienne Bolland",,47.26792208,-1.47658227,,,0,ABOL,1
ABOL2,"Adrienne Bolland",,47.26791335,-1.47684627,,,0,ABOL,1
ACHA1,"Angle Chaillou",,47.26977722,-1.57185211,,,0,ACHA,2
ACHA2,"Angle Chaillou",,47.26986259,-1.57199068,,,0,ACHA,2
ADBO1,"Audubon",,47.21401606,-1.72323592,,,0,ADBO,1
ADBO2,"Audubon",,47.21393087,-1.72309726,,,0,ADBO,1
ADE58,"Aimé Delrue",,47.20917256,-1.55024277,,,0,ADEL,2
ADEL1,"Aimé Delrue",,47.20925795,-1.55038114,,,0,ADEL,1
ADEL2,"Aimé Delrue",,47.20899731,-1.55009787,,,0,ADEL,1
ADEL3,"Aimé Delrue",,47.20926240,-1.55024930,,,0,ADEL,2
ADPI1,"Avenue des Pins",,47.25326073,-1.59670445,,,0,ADPI,1
ADPI3,"Avenue des Pins",,47.25367844,-1.59766118,,,0,ADPI,1
AECL1,"Aéroclub",,47.15926556,-1.59825258,,,0,AECL,1
AECL2,"Aéroclub",,47.15944975,-1.59813406,,,0,AECL,1
AEPO1,"D2A - Aéroport",,47.15686225,-1.59741579,,,0,AEPO,1
AEPO2,"D2A - Aéroport",,47.15695660,-1.59729067,,,0,AEPO,1
AESP1,"Aérospatiale",,47.16078877,-1.58793208,,,0,AESP,2
AESP2,"Aérospatiale",,47.16135928,-1.58704949,,,0,AESP,2
AFRA1,"Anatole France",,47.22440632,-1.57118120,,,0,AFRA,1
AFRA2,"Anatole France",,47.22367415,-1.57152434,,,0,AFRA,2
AFRA3,"Anatole France",,47.22392580,-1.57207157,,,0,AFRA,1
AGBE1,"L'Angebert",,47.14054089,-1.45576884,,,0,AGBE,2
AGBE2,"L'Angebert",,47.14072493,-1.45564987,,,0,AGBE,2
AGDR1,"Angebardière",,47.16943260,-1.50522732,,,0,AGDR,1
AGDR2,"Angebardière",,47.16951366,-1.50549728,,,0,AGDR,2
AGV98,"Angevinière",,47.24599501,-1.61164521,,,0,AGVI,1
AGVI1,"Angevinière",,47.24515933,-1.61237710,,,0,AGVI,1
AGVI2,"Angevinière",,47.24509659,-1.61157887,,,0,AGVI,1
AIBU1,"Airbus",,47.15869537,-1.59121199,,,0,AIBU,1
AIBU3,"Airbus",,47.15798559,-1.59089584,,,0,AIBU,2
AIGU1,"Aiguillon",,47.25456226,-1.49652938,,,0,AIGU,1
AIGU2,"Aiguillon",,47.25445925,-1.49691883,,,0,AIGU,1
ALCH1,"Champ de l'Alouette",,47.28282777,-1.58008630,,,0,ALCH,1
ALCH2,"Champ de l'Alouette",,47.28328595,-1.57985517,,,0,ALCH,1
ALDE1,"Allende",,47.17541044,-1.62387641,,,0,ALDE,1
ALDE2,"Allende",,47.17525341,-1.62320432,,,0,ALDE,1
ALDE3,"Allende",,47.17484872,-1.62449532,,,0,ALDE,1
ALDE4,"Allende",,47.17415264,-1.62378337,,,0,ALDE,2
ALNE1,"Aulne",,47.27693730,-1.63907702,,,0,ALNE,1
ALNE2,"Aulne",,47.27633116,-1.63837020,,,0,ALNE,1
AMCA1,"Armoricaine",,47.25859140,-1.64869359,,,0,AMCA,1
AMCA2,"Armoricaine",,47.25827307,-1.64747915,,,0,AMCA,1
AMER1,"Américains",,47.23612591,-1.56820260,,,0,AMER,1
AMER2,"Américains",,47.23577547,-1.56791254,,,0,AMER,1
AMPE1,"Ampère",,47.26076619,-1.55333274,,,0,AMPE,1
AMPE2,"Ampère",,47.26076174,-1.55346472,,,0,AMPE,1
ANGE1,"Les Anges",,47.27529402,-1.63710197,,,0,ANGE,1
ANGE2,"Les Anges",,47.27520418,-1.63709529,,,0,ANGE,1
ANTO1,"Antons",,47.25759558,-1.62268887,,,0,ANTO,1
ANTO2,"Antons",,47.25784698,-1.62323668,,,0,ANTO,1
APAV1,"Apave",,47.22565984,-1.64769437,,,0,APAV,1
APAV2,"Apave",,47.22539944,-1.64741053,,,0,APAV,1
APER1,"Ampère",,47.30218726,-1.50789091,,,0,APER,1
APER2,"Ampère",,47.30200757,-1.50787798,,,0,APER,1
APRE1,"Ambroise Paré",,47.22889385,-1.60866390,,,0,APRE,1
APRE2,"Ambroise Paré",,47.22907805,-1.60854526,,,0,APRE,1
AQUI1,"Aquitaine",,47.20988839,-1.61499496,,,0,AQUI,1
AQUI2,"Aquitaine",,47.20980261,-1.61486966,,,0,AQUI,1
ARAG1,"Arago",,47.30355064,-1.50481141,,,0,ARAG,1
ARAG2,"Arago",,47.30354624,-1.50494350,,,0,ARAG,1
ARBO1,"Arbois",,47.25863331,-1.58175331,,,0,ARBO,1
ARBO2,"Arbois",,47.25844466,-1.58200407,,,0,ARBO,1
ARCA1,"Arcades",,47.21187953,-1.65288093,,,0,ARCA,1
ARCA2,"Arcades",,47.21203639,-1.65355356,,,0,ARCA,1
ARGO1,"Argonautes",,47.30242198,-1.48182549,,,0,ARGO,1
ARGO2,"Argonautes",,47.30242198,-1.48182549,,,0,ARGO,1
ARMO1,"Armorique",,47.27148504,-1.44494779,,,0,ARMO,2
ARMO2,"Armorique",,47.27147205,-1.44534382,,,0,ARMO,2
ARO93,"Armor",,47.23107086,-1.63183278,,,0,AROR,1
AROR1,"Armor",,47.23108902,-1.63130520,,,0,AROR,1
AROR2,"Armor",,47.23117886,-1.63131186,,,0,AROR,1
AROR3,"Armor",,47.23107086,-1.63183278,,,0,AROR,1
AROR4,"Armor",,47.23106178,-1.63209657,,,0,AROR,1
ATAR1,"Antarès",,47.28171763,-1.45970027,,,0,ATAR,1
ATAR2,"Antarès",,47.28171763,-1.45970027,,,0,ATAR,1
AUCP1,"La Chapelle Aulnay",,47.30821266,-1.54314964,,,0,AUCP,1
AUCP2,"La Chapelle Aulnay",,47.30838791,-1.54329479,,,0,AUCP,1
AUCP3,"La Chapelle Aulnay",,47.30814501,-1.54248265,,,0,AUCP,1
AUFR1,"L'Aufrère",,47.16804829,-1.52507017,,,0,AUFR,2
AUGE1,"Augé",,47.19496578,-1.51736648,,,0,AUGE,1
AURR1,"Aurore",,47.26487732,-1.58088793,,,0,AURR,2
AURR2,"Aurore",,47.26539845,-1.58145537,,,0,AURR,2
AVEN1,"Aveneaux",,47.23393311,-1.62979710,,,0,AVEN,1
AVEN2,"Aveneaux",,47.23282778,-1.63050854,,,0,AVEN,1
BABI1,"Barbinière",,47.15949854,-1.48167106,,,0,BABI,1
BABI2,"Barbinière",,47.15985795,-1.48169668,,,0,BABI,1
BAGA1,"Bagatelle",,47.24336517,-1.62004803,,,0,BAGA,2
BAGA2,"Bagatelle",,47.24354938,-1.61992939,,,0,BAGA,2
BAIE3,"Babinière",,47.25925666,-1.54627740,,,0,BAIE,1
BAIR1,"Bel Air",,47.22580682,-1.55960903,,,0,BAIR,1
BAIR2,"Bel Air",,47.22542354,-1.55922414,,,0,BAIR,1
BALI1,"Balinière",,47.18626783,-1.55373215,,,0,BALI,1
BALI2,"Balinière",,47.18598939,-1.55397615,,,0,BALI,1
BALI3,"Balinière",,47.18462388,-1.55440535,,,0,BALI,1
BALI4,"Balinière",,47.18481247,-1.55415483,,,0,BALI,1
BANS1,"Bois des Anses",,47.24723416,-1.49481369,,,0,BANS,1
BANS2,"Bois des Anses",,47.24705446,-1.49480082,,,0,BANS,1
BANS3,"Bois des Anses",,47.24669068,-1.49490701,,,0,BANS,1
BANS4,"Bois des Anses",,47.24659645,-1.49503252,,,0,BANS,1
BARR1,"La Barre",,47.30844177,-1.38295034,,,0,BARR,2
BARR2,"La Barre",,47.30881395,-1.38257905,,,0,BARR,2
BAS98,"Bastille",,47.17938648,-1.59722149,,,0,BAST,2
BAS99,"Bastille",,47.17903610,-1.59693154,,,0,BAST,2
BAST1,"Bastille",,47.17903610,-1.59693154,,,0,BAST,1
BAST2,"Bastille",,47.17938648,-1.59722149,,,0,BAST,1
BATI1,"Batignolles",,47.25560851,-1.52993977,,,0,BATI,1
BATI2,"Batignolles",,47.25560851,-1.52993977,,,0,BATI,1
BAUG1,"Baugerie",,47.20349417,-1.52088809,,,0,BAUG,1
BAUG2,"Baugerie",,47.20378578,-1.52024833,,,0,BAUG,1
BAVO1,"Basse Orévière",,47.22049657,-1.65894412,,,0,BAVO,1
BAVO2,"Basse Orévière",,47.22040673,-1.65893741,,,0,BAVO,1
BBON1,"Boisbonne",,47.28686058,-1.50837641,,,0,BBON,1
BBON2,"Boisbonne",,47.28676634,-1.50850198,,,0,BBON,1
BCES1,"Bois Cesbron",,47.26104953,-1.62440007,,,0,BCES,1
BCES2,"Bois Cesbron",,47.26105406,-1.62426809,,,0,BCES,1
BCGA1,"Bd Charles Gautier",,47.22209740,-1.60723719,,,0,BCGA,1
BCGA2,"Bd Charles Gautier",,47.22201207,-1.60709869,,,0,BCGA,1
BCGA3,"Bd Charles Gautier",,47.22282066,-1.60715830,,,0,BCGA,1
BCGA4,"Bd Charles Gautier",,47.22282517,-1.60702642,,,0,BCGA,1
BCHE1,"Basse Chênaie",,47.24117164,-1.50919095,,,0,BCHE,1
BCHE2,"Basse Chênaie",,47.24147198,-1.50828681,,,0,BCHE,1
BCHE3,"Basse Chênaie",,47.24101394,-1.50851837,,,0,BCHE,1
BCHE4,"Basse Chênaie",,47.24181377,-1.50884038,,,0,BCHE,1
BCNY1,"Bas-Chantenay",,47.19818765,-1.58919452,,,0,BCNY,1
BCNY2,"Bas-Chantenay",,47.19821415,-1.58894539,,,0,BCNY,1
BCNY3,"Bas-Chantenay",,47.19834846,-1.58791127,,,0,BCNY,2
BCNY9,"Bas-Chantenay",,47.19562169,-1.58863631,,,0,BCNY,2
BCOI1,"Branchoire",,47.21787171,-1.60306550,,,0,BCOI,1
BCOI2,"Branchoire",,47.21800419,-1.60340575,,,0,BCOI,1
BCOI3,"Branchoire",,47.21861194,-1.60380745,,,0,BCOI,1
BCOI4,"Branchoire",,47.21778982,-1.60414348,,,0,BCOI,1
BCTT1,"Blanchet",,47.17166881,-1.54329386,,,0,BCTT,1
BCTT2,"Blanchet",,47.17130941,-1.54326782,,,0,BCTT,1
BDAN1,"Bd des Anglais",,47.22635718,-1.58269433,,,0,BDAN,1
BDAN2,"Bd des Anglais",,47.22642460,-1.58336035,,,0,BDAN,1
BDAN3,"Bd des Anglais",,47.22671207,-1.58285255,,,0,BDAN,1
BDAN4,"Bd des Anglais",,47.22615955,-1.58320871,,,0,BDAN,1
BDEL1,"Baudelaire",,47.23366160,-1.59301502,,,0,BDEL,1
BDEL2,"Baudelaire",,47.23394462,-1.59263911,,,0,BDEL,2
BDGL1,"Bodiguel",,47.19847811,-1.65492143,,,0,BDGL,2
BDIN1,"Bodinières",,47.20978665,-1.64307564,,,0,BDIN,1
BDIN2,"Bodinières",,47.20970592,-1.64280527,,,0,BDIN,1
BDIN3,"Bodinières",,47.21000731,-1.64190242,,,0,BDIN,1
BDIN4,"Bodinières",,47.21028138,-1.64179062,,,0,BDIN,2
BDLA1,"Bout des Landes",,47.26744242,-1.58226680,,,0,BDLA,1
BDNN1,"Bourdonnais",,47.20552845,-1.57992640,,,0,BDNN,1
BDNN2,"Bourdonnais",,47.20637294,-1.57945954,,,0,BDNN,1
BDOU1,"Bd de Doulon",,47.22469671,-1.51977291,,,0,BDOU,1
BDOU2,"Bd de Doulon",,47.22423423,-1.52013619,,,0,BDOU,1
BDOU3,"Bd de Doulon",,47.22441392,-1.52014915,,,0,BDOU,1
BDOU6,"Bd de Doulon",,47.22379382,-1.51984003,,,0,BDOU,1
BDOU7,"Bd de Doulon",,47.22406777,-1.51972757,,,0,BDOU,1
BDPA1,"Bout des Pavés",,47.25287837,-1.57617252,,,0,BDPA,1
BDPA2,"Bout des Pavés",,47.25269421,-1.57629132,,,0,BDPA,1
BDPA3,"Bout des Pavés",,47.25351623,-1.57595464,,,0,BDPA,1
BDPA4,"Bout des Pavés",,47.25395650,-1.57625143,,,0,BDPA,2
BDPA5,"Bout des Pavés",,47.25352071,-1.57582268,,,0,BDPA,1
BDPA6,"Bout des Pavés",,47.25332759,-1.57620540,,,0,BDPA,1
BDRI1,"Bourderies",,47.20663194,-1.59592025,,,0,BDRI,1
BDRI2,"Bourderies",,47.20664094,-1.59565658,,,0,BDRI,1
BDSP1,"Bd des Sports",,47.16589542,-1.46799687,,,0,BDSP,1
BDSP2,"Bd des Sports",,47.16559974,-1.46876821,,,0,BDSP,1
BEDR1,"Bel Endroit",,47.15330444,-1.63544591,,,0,BEDR,1
BEDR2,"Bel Endroit",,47.15470661,-1.63396536,,,0,BEDR,1
BEGE1,"Beauger",,47.23423318,-1.55305581,,,0,BEGE,2
BEGE2,"Beauger",,47.23430363,-1.55283614,,,0,BEGE,2
BEHI1,"Béhinière",,47.19776970,-1.79257748,,,0,BEHI,1
BEHI2,"Béhinière",,47.19701789,-1.79093353,,,0,BEHI,1
BEIL1,"Beillevaire",,47.24956252,-1.60741126,,,0,BEIL,1
BEIL2,"Beillevaire",,47.24947719,-1.60727269,,,0,BEIL,1
BELE1,"Bêle",,47.26472488,-1.51048865,,,0,DPBL,1
BELE2,"Bêle",,47.26490018,-1.51063358,,,0,DPBL,1
BEMZ1,"Belges - Montbazon",,47.23461282,-1.54098400,,,0,BEMZ,1
BEMZ2,"Belges - Montbazon",,47.23445975,-1.54017950,,,0,BEMZ,1
BEMZ3,"Belges - Montbazon",,47.23596495,-1.54094980,,,0,BEMZ,1
BEMZ4,"Belges - Montbazon",,47.23560113,-1.54105566,,,0,BEMZ,1
BENA1,"Beaulieu",,47.20411813,-1.53718842,,,0,BENA,1
BENA2,"Beaulieu",,47.20394287,-1.53704358,,,0,BENA,1
BENA3,"Beaulieu",,47.20347912,-1.53476335,,,0,BENA,1
BENA4,"Beaulieu",,47.20368539,-1.53398533,,,0,BENA,1
BENA5,"Beaulieu",,47.20384859,-1.53716891,,,0,BENA,2
BEOC1,"Belloc",,47.20374088,-1.61460707,,,0,BEOC,1
BEOC2,"Belloc",,47.20302214,-1.61455400,,,0,BEOC,1
BESS1,"Bessonneau",,47.21479930,-1.71377698,,,0,BESS,1
BESS2,"Bessonneau",,47.21462890,-1.71349968,,,0,BESS,1
BETO1,"Belle Etoile",,47.28062157,-1.45194666,,,0,BETO,1
BETO2,"Belle Etoile",,47.28018099,-1.45165075,,,0,BETO,1
BEVA1,"Beauvaiserie",,47.13625604,-1.65437802,,,0,BEVA,2
BEVA2,"Beauvaiserie",,47.13617533,-1.65410801,,,0,BEVA,2
BGAR1,"Bonne Garde",,47.19702208,-1.53125706,,,0,BGAR,1
BGAR2,"Bonne Garde",,47.19675253,-1.53123758,,,0,BGAR,1
BGAR3,"Bonne Garde",,47.19683796,-1.53137589,,,0,BGAR,2
BGCY1,"Beaugency",,47.20326499,-1.48994769,,,0,BGCY,1
BGCY2,"Beaugency",,47.20379533,-1.49024992,,,0,BGCY,1
BGLA1,"Basse-Goulaine",,47.21124312,-1.46659534,,,0,BGLA,2
BGLA2,"Basse-Goulaine",,47.21114892,-1.46672081,,,0,BGLA,2
BGLA3,"Basse-Goulaine",,47.21085043,-1.46484923,,,0,BGLA,1
BGLA4,"Basse-Goulaine",,47.21067943,-1.46457274,,,0,BGLA,1
BGLA5,"Basse-Goulaine",,47.21054172,-1.46601681,,,0,BGLA,1
BGLA6,"Basse-Goulaine",,47.21036202,-1.46600404,,,0,BGLA,1
BGNN1,"Bourgonnière",,47.20665817,-1.65539946,,,0,BGNN,1
BGNN2,"Bourgonnière",,47.20656376,-1.65552459,,,0,BGNN,1
BGOG1,"Bourgogne",,47.24658562,-1.58907096,,,0,BGOG,1
BGOG2,"Bourgogne",,47.24630711,-1.58931505,,,0,BGOG,1
BGRI1,"Bougrière",,47.25511460,-1.47170041,,,0,BGRI,1
BGRI2,"Bougrière",,47.25501604,-1.47195795,,,0,BGRI,1
BGSH1,"Bergerie",,47.23794964,-1.62824352,,,0,BGSH,2
BGSH2,"Bergerie",,47.23712293,-1.62871121,,,0,BGSH,2
BGTT1,"Bergeronnettes",,47.23959521,-1.60125384,,,0,BGTT,2
BGTT2,"Bergeronnettes",,47.23935271,-1.60044248,,,0,BGTT,2
BGUT1,"Louis Breguet",,47.27205303,-1.46602672,,,0,BGUT,1
BGUT2,"Louis Breguet",,47.27205303,-1.46602672,,,0,BGUT,1
BGVI1,"Bougainville",,47.19894579,-1.58359414,,,0,BGVI,2
BGVI2,"Bougainville",,47.19885595,-1.58358756,,,0,BGVI,2
BHAR1,"Bois Hardy",,47.19827606,-1.60059220,,,0,BHAR,1
BHAR2,"Bois Hardy",,47.19811439,-1.60005172,,,0,BHAR,1
BHLR1,"Basse Hillière",,47.28666678,-1.42683097,,,0,BHLR,2
BIAN1,"Aristide Briand",,47.29640065,-1.49503045,,,0,BIAN,1
BIAN2,"Aristide Briand",,47.29631080,-1.49502400,,,0,BIAN,1
BIEE1,"Belle Île",,47.22439959,-1.73275085,,,0,BIEE,2
BIEE2,"Belle Île",,47.22405887,-1.73219604,,,0,BIEE,1
BIGN1,"Bignons",,47.19972366,-1.49352665,,,0,BIGN,1
BIGN2,"Bignons",,47.19981789,-1.49340125,,,0,BIGN,2
BIGN3,"Bignons",,47.19975433,-1.49260384,,,0,BIGN,2
BILE1,"Basse Ile",,47.19606771,-1.56224075,,,0,BILE,2
BILE2,"Basse Ile",,47.19567263,-1.56326908,,,0,BILE,1
BIND1,"Basse Indre",,47.19786018,-1.67271604,,,0,BIND,1
BIND2,"Basse Indre",,47.19761360,-1.67203679,,,0,BIND,1
BIND3,"Basse Indre",,47.19766674,-1.67309800,,,0,BIND,1
BIOT1,"Bigeottière",,47.25599275,-1.61952741,,,0,BIOT,1
BIOT2,"Bigeottière",,47.25591197,-1.61925685,,,0,BIOT,1
BJLI1,"Bois Jaulin",,47.17757104,-1.63698208,,,0,BJLI,1
BJLI2,"Bois Jaulin",,47.17757559,-1.63685031,,,0,BJLI,1
BJO59,"Beaujoire",,47.25895796,-1.52674242,,,0,BJOI,1
BJOI1,"Beaujoire",,47.25884014,-1.52488181,,,0,BJOI,1
BJOI2,"Beaujoire",,47.25877238,-1.52421546,,,0,BJOI,1
BJOI6,"Beaujoire",,47.25955152,-1.52784367,,,0,BJOI,1
BJOI7,"Beaujoire",,47.25919213,-1.52781769,,,0,BJOI,1
BLAV1,"Balavoine",,47.30648713,-1.55427932,,,0,BLAV,1
